Session ID,Publish ID,Collector,Start Date,End Date,Status,Progress,Duration,"Please take a few minutes to fill out the following questionnaire. This questionnaire borrows from a series of questions that are meant to allow you to self-assess your previous behavior as it relates to time, money, relationships, and logic. The intent of this survey is to inform us about your background as a professional in your field, and meant to guide our ongoing research in understanding personalities. This survey will not be tactically used for other than informational purposes in guiding our understanding of your field. Lastly, the survey collects no personal data beyond general demographic details and we will only use aggregated anonymous data to draw conclusions.",Profession,Title,Gender,Age,Ethnicity,MD Purchase Involvement,MD Purchase Hours/Week,CRT Q1,CRT Q2,CRT Q3,CRT Q4,CRT Q5,CRT Q6,CRT Q7,TP Q1,TP Q2,TP Q3A,TP Q3B,TP Q3C,TP Q3D,TP Q3E,RSK Q1,RSK Q2A,RSK Q2B,RSK Q2C,RSK Q2D,RSK Q2E,RSK Q2F,RSK Q2G,RSK Q2H,"Choices are affected by context. We are interested in whether you are taking the time to read each question. To show that you are paying attention, please select only the ""none of the above"" option as your answer.",STI Q1,STI Q2A,STI Q2B,STI Q2C,STI Q2D,STI Q2E,STI Q2F,STI Q2G,TRU Q1,ALT Q1,ALT Q2,"Congrats, you've finished the survey! Thank you for taking the time to give us your invaluable responses. If you are interested in learning more, the survey leveraged several widely used survey measures from ongoing social and behavioral science research from Frederick (2005), Toplak, West, & Stanovich (2014), and Kahneman and Tversky (1992). Please feel free to reach out to us if you have any questions and would like to understand the behavioral science work we do: https://creativescience.co/contact-us/",aid,id,score
aa4db15f-3c78-4dc8-8cb6-e344f9adfe2a,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:25 AM","Sun, Nov 29, 2020 11:39 AM",complete,100,812,11/29/2020 18:25,Healthcare Admin,Administrative,Male,25,Asian,9,8,1,1,24,3,30,"broke even, or has the same amount started with",No,9,9,$170 now,$255 a year from now,$213 a year from now,$170 now,$170 now,8,100% chance of $35,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,7,6,6,5,10,9,10,10,9,500,11/29/2020 18:39,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e740-ad09-b6a5-b9a1-cad665cb433f,,
1e6b3f82-370f-4593-914c-04e18f3034c4,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:26 AM","Sun, Nov 29, 2020 11:35 AM",complete,100,553,11/29/2020 18:26,Surgeon,Trama center surgeon,Male,33,Black,2,3,1,100,24,6,30,"broke even, or has the same amount started with",Yes,9,8,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,4,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $550,None of the above,$20 ,9,8,8,8,8,9,8,8,10,300,11/29/2020 18:35,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e767-bfba-caf3-3ded-1012fe402524,,
1c76fe84-6f77-47e2-a994-48d5e8652d03,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:27 AM","Sun, Nov 29, 2020 11:36 AM",complete,100,582,11/29/2020 18:27,Healthcare Admin,i'm the manager,Male,33,White,10,30,1,20,24,2,30,is ahead of where he began,No,7,5,$340 a year from now,$170 now,$213 a year from now,$170 now,$170 now,1,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,1,1,1,5,10,10,7,1,1,100,11/29/2020 18:36,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e7b2-ad53-37a8-1e09-49b8ce445339,,
67e0881a-a281-4f7a-bdd7-83352f00dd9e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:27 AM","Sun, Nov 29, 2020 11:36 AM",complete,100,573,11/29/2020 18:27,Healthcare Admin,It director,Male,42,White,10,10,10,10,12,4,1,has lost money,No,8,6,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$170 now,6,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,3,3,3,3,9,9,8,7,6,180,11/29/2020 18:36,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e78d-a55d-abf4-8fbe-33b39fb3aca6,,
6b5205bb-cb70-443b-b9d3-9dece34689c3,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:28 AM","Sun, Nov 29, 2020 11:38 AM",complete,100,612,11/29/2020 18:28,General Physician,doctor,Male,42,White,10,4,1,100,24,6,1,is ahead of where he began,Yes,8,5,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,8,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,10,6,2,6,10,10,10,10,8,500,11/29/2020 18:38,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e7c2-2ff6-3a31-ae43-67885bc4f203,,
6a383929-89bb-45c5-a8f7-4b4d41315575,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:28 AM","Sun, Nov 29, 2020 11:45 AM",complete,100,1009,11/29/2020 18:28,Nurse,im an lpn,Female,43,White,4,3,5,5,12,2,30,has lost money,No,7,8,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,8,3,2,6,9,9,9,4,9,400,11/29/2020 18:45,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e769-f0c6-d4e8-fabd-a15305487996,,
3be37cfd-3144-4adb-aefb-e549bce9008e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:28 AM","Sun, Nov 29, 2020 11:34 AM",complete,100,356,11/29/2020 18:28,Nurse,I take care of sick people,Female,32,Black,10,35,1,50,48,12,15,is ahead of where he began,Yes,10,10,$340 a year from now,$170 now,$170 now,$191 a year from now,$175 a year from now,10,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,10,10,10,10,10,10,10,10,10,200,11/29/2020 18:34,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e816-dc81-1762-5a21-ba2ef1da870c,,
23425ddc-324f-490c-bd9d-b2b74b4c6014,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:32 AM","Sun, Nov 29, 2020 11:42 AM",complete,100,611,11/29/2020 18:32,Nurse,Registered nurse,Female,53,White,7,3,10,100,24,3,30,has lost money,Yes,5,7,$340 a year from now,$170 now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,5,8,2,5,9,10,6,8,10,100,11/29/2020 18:42,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e933-29f8-bcac-559c-c8315e71a2d2,,
0d278f32-9a31-4164-a087-ff600bad0a61,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:35 AM","Sun, Nov 29, 2020 11:43 AM",complete,100,461,11/29/2020 18:35,Nurse,registered Nurse,Female,57,White,3,1,1,100,24,3,30,is ahead of where he began,No,4,7,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$170 now,3,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,5,3,3,7,8,8,7,7,3,100,11/29/2020 18:43,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e9a9-de4c-69e8-51ca-80925dae75f5,,
37c78910-104f-49c7-b170-a357f84ce29e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:35 AM","Sun, Nov 29, 2020 11:40 AM",complete,100,303,11/29/2020 18:35,Healthcare Admin,hospital administrator.,Male,38,White,9,30,10,10,24,6,30,is ahead of where he began,Yes,9,9,$170 now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,9,100% chance of $35,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,9,1,1,1,10,10,10,10,10,200,11/29/2020 18:40,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e9ef-174a-1bbb-e88a-e4c7d57fc9e1,,
8f36b379-a188-44a0-97bd-ab13e8c25e60,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:37 AM","Sun, Nov 29, 2020 11:51 AM",complete,100,841,11/29/2020 18:37,Nurse,"I'm a nurse, I assist surgeons in operation theaters.",Female,30,White,8,8,10,100,24,9,15,is ahead of where he began,No,10,9,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,5,6,6,8,9,9,3,7,8,800,11/29/2020 18:51,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e9d7-4dda-e5ce-fa81-f015caa1a0ef,,
6642982a-54c7-427c-95b7-9c59ae4789b3,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:38 AM","Sun, Nov 29, 2020 11:46 AM",complete,100,467,11/29/2020 18:38,Nurse,Night shift obgyn nurse,Female,26,White,2,2,10,100,24,12,15,is ahead of where he began,No,2,8,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,2,1,1,6,10,10,6,8,9,350,11/29/2020 18:46,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ea58-d044-0872-ac73-835e271790e3,,
f49d4104-5098-421f-ab57-d694148d7712,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:39 AM","Sun, Nov 29, 2020 11:46 AM",complete,100,372,11/29/2020 18:39,General Physician,General physician,Female,35,White,9,10,10,1,24,3,15,is ahead of where he began,No,8,9,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$170 now,3,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,6,9,2,7,6,6,6,6,8,599,11/29/2020 18:46,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3eaa9-7fde-a564-4a95-6514f3772c0c,,
d30431e6-0abe-4298-bf63-8c864c7a33b4,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:41 AM","Sun, Nov 29, 2020 12:01 PM",complete,100,1178,11/29/2020 18:41,Nurse,nurse,Male,40,White,5,5,10,100,47,4,1,has lost money,No,7,9,$340 a year from now,$170 now,$170 now,$170 now,$170 now,3,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,6,7,5,8,10,8,9,8,7,800,11/29/2020 19:01,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ea9a-9ec8-49a0-81a1-a805cfaf9af9,,
288685c2-4593-4c5b-a1fa-d6abec9ef19e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:43 AM","Sun, Nov 29, 2020 12:00 PM",complete,100,1023,11/29/2020 18:43,General Physician,Diagnostic Medical Sonographer,Male,33,White,9,20,10,100,24,9,15,has lost money,Yes,8,9,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,7,7,7,8,10,10,10,8,10,500,11/29/2020 19:00,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3eb51-bc38-4408-70ba-a20e1dd77e91,,
fedc6436-f00c-49dd-8339-6d4029b0cdab,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:44 AM","Sun, Nov 29, 2020 11:57 AM",complete,100,752,11/29/2020 18:44,Healthcare Admin,nurs,Female,37,White,4,3,9,100,24,9,15,is ahead of where he began,Yes,7,7,$340 a year from now,$170 now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,7,7,4,4,8,10,10,10,10,900,11/29/2020 18:57,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e450-def9-a501-67d0-8bd9a1acea59,,
c43b7aa1-a8b7-4b45-8b9d-9239398c1fe3,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:46 AM","Sun, Nov 29, 2020 11:54 AM",complete,100,469,11/29/2020 18:46,Nurse,Registered nurse,Female,32,Latino/Hispanic,8,4,1,100,24,6,1,is ahead of where he began,No,2,8,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,5,8,7,8,9,9,8,7,5,0,11/29/2020 18:54,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ec64-bd49-93f3-a2cf-6ac170f8259f,,
95dd7ab7-805f-495e-bed4-d072185b2b42,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:48 AM","Sun, Nov 29, 2020 12:19 PM",complete,100,1845,11/29/2020 18:48,Healthcare Admin,director,Male,40,White,9,7,5,100,24,4,1,has lost money,Yes,9,9,$340 a year from now,$170 now,$170 now,$170 now,$170 now,1,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,9,3,3,5,10,10,10,9,10,1000,11/29/2020 19:19,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ec2e-74e5-be2c-fea0-d6c6a49147ae,,
2c3c2414-94df-442d-bdff-de53ec3d8e98,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:48 AM","Sun, Nov 29, 2020 11:59 AM",complete,100,640,11/29/2020 18:48,Nurse,Registered nurse,Female,40,Latino/Hispanic,8,20,1,100,24,9,30,has lost money,No,3,10,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,4,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,9,9,2,7,10,10,7,6,7,200,11/29/2020 18:59,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ece0-c9f6-9150-3f7e-35f9e1854280,,
d8034bfd-8eb8-48e9-b31a-1039e3210493,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:52 AM","Sun, Nov 29, 2020 12:03 PM",complete,100,654,11/29/2020 18:52,Nurse,Registered nurse,Female,30,White,8,5,5,100,47,6,29,has lost money,No,8,9,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,2,3,1,4,9,10,8,5,8,0,11/29/2020 19:03,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ed6f-bf72-224b-98e8-1c3879fd17fd,,
dba7c533-733c-4ebe-b816-f5c07cb4d841,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:52 AM","Sun, Nov 29, 2020 12:04 PM",complete,100,676,11/29/2020 18:52,Healthcare Admin,c executive,Male,38,White,8,25,10,100,24,9,30,is ahead of where he began,Yes,8,8,$340 a year from now,$170 now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,8,3,8,9,9,9,9,6,9,540,11/29/2020 19:04,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ed7c-0ea8-2a61-9246-e6c917612287,,
058fb88d-5768-42cf-85ab-30dd918c5e66,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:54 AM","Sun, Nov 29, 2020 12:04 PM",complete,100,637,11/29/2020 18:54,Healthcare Admin,office manager,Female,46,Asian,9,3,1,100,24,6,15,"broke even, or has the same amount started with",No,5,6,$170 now,$170 now,$170 now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,5,5,5,5,5,5,6,5,0,11/29/2020 19:04,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ee0d-b01f-45d9-707b-d0ab419d2d36,,
a19fd9e7-076c-4e32-b4f1-a45aa3562423,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:58 AM","Sun, Nov 29, 2020 12:05 PM",complete,100,417,11/29/2020 18:58,Nurse,Head nurse,Female,33,White,9,4,1,100,24,12,1,has lost money,No,5,7,$340 a year from now,$170 now,$170 now,$170 now,$170 now,3,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,6,8,6,6,8,9,9,2,9,100,11/29/2020 19:05,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ef1a-fdd8-6f45-a51a-b3251f92f16c,,
b5b30e35-c9da-4272-9e89-5f313d436978,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:59 AM","Sun, Nov 29, 2020 12:10 PM",complete,100,649,11/29/2020 18:59,General Physician,Obstetrician,Male,57,Asian,6,2,10,100,47,4,30,has lost money,No,3,3,$170 now,$170 now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,10,8,9,5,9,9,8,5,8,600,11/29/2020 19:10,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3ef24-dd9d-d3a6-5eee-107be6f99eb2,,
868ffa16-56ca-4eea-88e9-ed9084d394c7,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:03 PM","Sun, Nov 29, 2020 12:14 PM",complete,100,662,11/29/2020 19:03,Healthcare Admin,Director of Procurement,Male,46,White,10,35,10,100,24,9,30,is ahead of where he began,No,7,9,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,4,4,3,5,9,9,8,7,10,300,11/29/2020 19:14,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f034-62de-b05f-2cae-29c22b5d800b,,
5cd091d4-6bfe-4dc6-83c8-4cc09b6fb045,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:04 PM","Sun, Nov 29, 2020 12:11 PM",complete,100,442,11/29/2020 19:04,Nurse,Rn,Female,33,White,8,30,10,100,24,6,15,"broke even, or has the same amount started with",Yes,10,10,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,10,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,5,5,6,8,10,9,6,9,500,11/29/2020 19:11,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f040-fff5-06fa-6f5f-15eae9fe1611,,
a3c3cc17-34d8-4bb1-812a-2f60bf6740be,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:04 PM","Sun, Nov 29, 2020 12:24 PM",complete,100,1168,11/29/2020 19:04,Nurse,RN,Male,35,White,7,12,10,100,47,4,29,has lost money,No,6,7,$340 a year from now,$170 now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,8,9,5,7,10,10,8,8,8,100,11/29/2020 19:24,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f013-d515-3072-74aa-de59b23f329d,,
223c4c41-f238-4654-8ae4-621a670f5e79,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:05 PM","Sun, Nov 29, 2020 12:09 PM",complete,100,264,11/29/2020 19:05,General Physician,family prac,Male,38,White,9,12,10,5,24,6,1,is ahead of where he began,No,6,7,$340 a year from now,$170 now,$170 now,$191 a year from now,$175 a year from now,4,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,3,4,5,6,7,3,4,3,3,0,11/29/2020 19:09,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f073-4925-380b-3b75-6e7cde9b0e3c,,
a15fddaf-c646-40f3-96c6-0661d0f8071c,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:06 PM","Sun, Nov 29, 2020 12:18 PM",complete,100,733,11/29/2020 19:06,General Physician,Nurse,Male,40,White,7,3,10,100,36,9,30,has lost money,Yes,9,8,$170 now,$170 now,$170 now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,7,8,3,6,9,9,9,10,8,100,11/29/2020 19:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f0b3-7627-5c19-87bb-568b48e4869a,,
d4b3f3c1-3c06-41fd-9f7d-20cddcbe6012,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:07 PM","Sun, Nov 29, 2020 12:12 PM",complete,100,325,11/29/2020 19:07,Nurse,Labor and delivery nurse,Female,36,White,7,5,10,100,24,3,30,is ahead of where he began,No,8,8,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$170 now,7,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,8,4,2,4,9,10,10,7,8,25,11/29/2020 19:12,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f122-a396-9ee9-b1fb-ba5b10747c15,,
604213eb-21d0-467d-8898-72f7e171afbd,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:07 PM","Sun, Nov 29, 2020 12:22 PM",complete,100,933,11/29/2020 19:07,Nurse,Nurse Manager,Male,51,Asian,10,30,1,20,24,2,15,is ahead of where he began,No,7,8,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,2,2,2,2,10,10,9,8,10,200,11/29/2020 19:22,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f11c-4bd9-d375-736a-619013c5703a,,
a2848892-759e-44d6-a273-1ed868121a0d,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:07 PM","Sun, Nov 29, 2020 12:14 PM",complete,100,391,11/29/2020 19:07,Nurse,Neurosurgery RN,Female,36,White,9,2,1,100,24,3,1,is ahead of where he began,No,7,9,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,6,9,2,6,10,9,9,4,9,100,11/29/2020 19:14,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f132-b058-466c-b0fd-63e31cc47f30,,
6962ef17-7166-46b7-8e19-602e2e1b4005,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:09 PM","Sun, Nov 29, 2020 12:15 PM",complete,100,413,11/29/2020 19:09,Nurse,Lpn,Male,36,White,9,30,10,100,24,3,15,is ahead of where he began,Yes,8,9,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,7,4,5,3,5,4,6,4,5,180,11/29/2020 19:15,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f183-79d6-6cde-ef34-650f3f4be31a,,
c0ba9f37-ebdc-466f-82a9-ab1df39a252e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:11 PM","Sun, Nov 29, 2020 12:23 PM",complete,100,722,11/29/2020 19:11,Healthcare Admin,C-level,Male,40,White,9,4,2,5,47,4,15,is ahead of where he began,Yes,9,8,$170 now,$170 now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,None of the above,$40 ,9,9,8,8,8,8,9,8,8,800,11/29/2020 19:23,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f184-11c2-7301-3723-ac50b33bb85a,,
0e726ecb-8161-49d2-bed8-3c53b2cccb9f,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 12:19 PM","Sun, Nov 29, 2020 12:30 PM",complete,100,674,11/29/2020 19:19,Nurse,i take of patients,Female,30,White,7,8,1,100,24,9,15,has lost money,Yes,6,8,$170 now,$170 now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,3,2,2,3,4,9,7,8,7,1000,11/29/2020 19:30,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3f3d9-b327-6424-3207-e3c6874bddb5,,
